amt,gender,lat,long,byear,A,B,C,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,April,Aug,Dec,Feb,Jan,July,June,Nov,Oct,Sept,AK,RI,31,32,21,22,01,02,11,12,Hyper Parameters,F1,AUC,Accuracy,Best Score
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 60}",f1:0.0,AUC:0.675,Acc:0.971,0.0015
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.0,AUC:0.818,Acc:0.971,0.0008
0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.82,Acc:0.971,0.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.535,Acc:0.971,0.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.703,Acc:0.971,0.0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.677,Acc:0.971,0.0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.775,Acc:0.971,0.0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.773,Acc:0.971,0.0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.647,Acc:0.971,0.0
0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.655,Acc:0.971,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 6, 'n_estimators': 40}",f1:0.0,AUC:0.558,Acc:0.971,0.0
